3.550034060000000000e+08,5.300000000000000000e+01,2.000000000000000000e+03,2.315000000000000000e+03,2.283420000000000000e+05
3.550234080000000000e+08,1.000000000000000000e+02,1.979000000000000000e+03,2.335000000000000000e+03,2.283320000000000000e+05
3.550434110000000000e+08,2.300000000000000000e+02,1.981000000000000000e+03,2.323000000000000000e+03,2.283800000000000000e+05
3.550634120000000000e+08,1.010000000000000000e+02,1.970000000000000000e+03,2.336000000000000000e+03,2.285330000000000000e+05
3.550834150000000000e+08,3.000000000000000000e+01,2.005000000000000000e+03,2.381000000000000000e+03,2.286820000000000000e+05
3.551034170000000000e+08,4.900000000000000000e+01,1.971000000000000000e+03,2.343000000000000000e+03,2.287280000000000000e+05
3.551234190000000000e+08,9.200000000000000000e+01,1.975000000000000000e+03,2.345000000000000000e+03,2.287710000000000000e+05
3.551434210000000000e+08,2.310000000000000000e+02,1.975000000000000000e+03,2.351000000000000000e+03,2.287770000000000000e+05
3.551634230000000000e+08,9.900000000000000000e+01,1.968000000000000000e+03,2.346000000000000000e+03,2.287250000000000000e+05
3.551834260000000000e+08,1.900000000000000000e+01,1.985000000000000000e+03,2.352000000000000000e+03,2.287520000000000000e+05
3.552034280000000000e+08,6.500000000000000000e+01,1.984000000000000000e+03,2.353000000000000000e+03,2.287500000000000000e+05
3.552234300000000000e+08,8.900000000000000000e+01,1.963000000000000000e+03,2.336000000000000000e+03,2.288060000000000000e+05
3.552434320000000000e+08,2.300000000000000000e+02,1.969000000000000000e+03,2.340000000000000000e+03,2.288520000000000000e+05
3.552634340000000000e+08,1.120000000000000000e+02,2.000000000000000000e+03,2.365000000000000000e+03,2.290120000000000000e+05
3.552834370000000000e+08,1.900000000000000000e+01,1.978000000000000000e+03,2.341000000000000000e+03,2.291230000000000000e+05
3.553034400000000000e+08,6.600000000000000000e+01,1.978000000000000000e+03,2.351000000000000000e+03,2.292420000000000000e+05
3.553234420000000000e+08,8.500000000000000000e+01,1.962000000000000000e+03,2.330000000000000000e+03,2.293840000000000000e+05
3.553434450000000000e+08,2.150000000000000000e+02,2.006000000000000000e+03,2.384000000000000000e+03,2.294610000000000000e+05
3.553634470000000000e+08,9.800000000000000000e+01,1.973000000000000000e+03,2.351000000000000000e+03,2.295140000000000000e+05
3.553834500000000000e+08,1.700000000000000000e+01,1.972000000000000000e+03,2.341000000000000000e+03,2.295520000000000000e+05
3.554034530000000000e+08,5.700000000000000000e+01,1.981000000000000000e+03,2.351000000000000000e+03,2.295990000000000000e+05
3.554234550000000000e+08,8.700000000000000000e+01,1.958000000000000000e+03,2.321000000000000000e+03,2.296290000000000000e+05
3.554434570000000000e+08,2.260000000000000000e+02,2.015000000000000000e+03,2.383000000000000000e+03,2.296480000000000000e+05
3.554634600000000000e+08,8.700000000000000000e+01,1.973000000000000000e+03,2.348000000000000000e+03,2.296870000000000000e+05
3.554834630000000000e+08,1.900000000000000000e+01,1.968000000000000000e+03,2.336000000000000000e+03,2.297530000000000000e+05
3.555034650000000000e+08,7.700000000000000000e+01,1.969000000000000000e+03,2.349000000000000000e+03,2.297850000000000000e+05
3.555234660000000000e+08,8.800000000000000000e+01,2.018000000000000000e+03,2.375000000000000000e+03,2.298660000000000000e+05
3.555434690000000000e+08,2.200000000000000000e+02,1.979000000000000000e+03,2.350000000000000000e+03,2.298800000000000000e+05
