1.488821660000000000e+08,1.797000000000000000e+03,1.891000000000000000e+03,2.361000000000000000e+03
1.489021680000000000e+08,1.802000000000000000e+03,1.901000000000000000e+03,2.360000000000000000e+03
1.489221690000000000e+08,1.803000000000000000e+03,1.899000000000000000e+03,2.367000000000000000e+03
1.499274140000000000e+08,1.904000000000000000e+03,1.870000000000000000e+03,2.411000000000000000e+03
1.499474170000000000e+08,1.917000000000000000e+03,1.885000000000000000e+03,2.416000000000000000e+03
1.499674190000000000e+08,1.920000000000000000e+03,1.887000000000000000e+03,2.410000000000000000e+03
1.499874220000000000e+08,1.920000000000000000e+03,1.907000000000000000e+03,2.395000000000000000e+03
1.500074240000000000e+08,1.918000000000000000e+03,1.905000000000000000e+03,2.390000000000000000e+03
1.500274260000000000e+08,1.901000000000000000e+03,1.885000000000000000e+03,2.369000000000000000e+03
1.500474280000000000e+08,1.865000000000000000e+03,1.884000000000000000e+03,2.362000000000000000e+03
1.500674300000000000e+08,1.872000000000000000e+03,1.895000000000000000e+03,2.369000000000000000e+03
1.500874320000000000e+08,1.868000000000000000e+03,1.893000000000000000e+03,2.373000000000000000e+03
1.501074340000000000e+08,1.856000000000000000e+03,1.900000000000000000e+03,2.354000000000000000e+03
1.501274370000000000e+08,1.877000000000000000e+03,1.874000000000000000e+03,2.329000000000000000e+03
1.501474380000000000e+08,1.888000000000000000e+03,1.865000000000000000e+03,2.327000000000000000e+03
1.501674410000000000e+08,1.844000000000000000e+03,1.853000000000000000e+03,2.326000000000000000e+03
1.501874430000000000e+08,1.805000000000000000e+03,1.833000000000000000e+03,2.345000000000000000e+03
1.502074450000000000e+08,1.776000000000000000e+03,1.833000000000000000e+03,2.347000000000000000e+03
1.502274470000000000e+08,1.782000000000000000e+03,1.872000000000000000e+03,2.358000000000000000e+03
1.502474490000000000e+08,1.803000000000000000e+03,1.881000000000000000e+03,2.391000000000000000e+03
1.502674510000000000e+08,1.795000000000000000e+03,1.886000000000000000e+03,2.410000000000000000e+03
1.502874540000000000e+08,1.744000000000000000e+03,1.867000000000000000e+03,2.384000000000000000e+03
1.503074560000000000e+08,1.730000000000000000e+03,1.872000000000000000e+03,2.373000000000000000e+03
1.503274590000000000e+08,1.728000000000000000e+03,1.841000000000000000e+03,2.362000000000000000e+03
1.503474610000000000e+08,1.723000000000000000e+03,1.840000000000000000e+03,2.352000000000000000e+03
1.503674640000000000e+08,1.712000000000000000e+03,1.849000000000000000e+03,2.358000000000000000e+03
1.503874660000000000e+08,1.702000000000000000e+03,1.872000000000000000e+03,2.369000000000000000e+03
1.504074680000000000e+08,1.696000000000000000e+03,1.830000000000000000e+03,2.385000000000000000e+03
1.504274690000000000e+08,1.647000000000000000e+03,1.802000000000000000e+03,2.346000000000000000e+03
1.504474720000000000e+08,1.639000000000000000e+03,1.799000000000000000e+03,2.352000000000000000e+03
1.504674750000000000e+08,1.678000000000000000e+03,1.838000000000000000e+03,2.352000000000000000e+03
1.504874780000000000e+08,1.698000000000000000e+03,1.840000000000000000e+03,2.346000000000000000e+03
1.505074790000000000e+08,1.693000000000000000e+03,1.856000000000000000e+03,2.369000000000000000e+03
1.505274810000000000e+08,1.671000000000000000e+03,1.867000000000000000e+03,2.371000000000000000e+03
1.505474840000000000e+08,1.667000000000000000e+03,1.861000000000000000e+03,2.353000000000000000e+03
1.505674870000000000e+08,1.701000000000000000e+03,1.902000000000000000e+03,2.339000000000000000e+03
1.505874890000000000e+08,1.799000000000000000e+03,1.942000000000000000e+03,2.371000000000000000e+03
